"","gene_name","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"28913","ENSG00000288534","ENSG00000288534.1",46.4624209818749,-21.9511154387094,2.06796272380123,-10.6148506382939,2.54200649481047e-26,5.7228192217668e-22
"15593","RNU1-1","ENSG00000206652.1",139.716132090311,-23.3546455659265,2.87295708187559,-8.1291313793938,4.32377494029472e-16,4.86705726154275e-12
"24651","ENSG00000268400","ENSG00000268400.5",36.1088783143666,-21.2680078657626,2.75981624428048,-7.70631302349896,1.2950474987611e-14,9.7184681132029e-11
"15626","RNU1-3","ENSG00000207513.1",134.301908908849,-23.4000217938435,3.17516827632343,-7.36969500745287,1.7101883493396e-13,8.13629831562176e-10
"29619","ENSG00000289694","ENSG00000289694.1",604.743863416332,-25.7437024866208,3.49666982976242,-7.3623486745873,1.80702223506902e-13,8.13629831562176e-10
"2690","SLC39A14","ENSG00000104635.15",178.093495783831,1.36996262180557,0.24929648140978,5.49531471145674,3.90014251840321e-08,0.000146339847528019
"16112","CPSF1P1","ENSG00000214076.3",22.270815145276,-20.8984044851924,3.93743644124779,-5.3076169728773,1.11067728795157e-07,0.000357209682623624
"24464","ZNF571-AS1","ENSG00000267470.6",43.4377809773658,-3.75832229862528,0.718842305438017,-5.22829871057074,1.71076952560214e-07,0.000481431929123512
"7099","CDAN1","ENSG00000140326.13",597.152938434699,0.831127769923153,0.169923061438079,4.89120054034585,1.0022278634027e-06,0.00250701732097612
"22620","ENSG00000258354","ENSG00000258354.1",18.7136335617466,-6.86924745353317,1.42584531638646,-4.81766666733667,1.4524675316183e-06,0.00326994015393229
"28986","F8A2","ENSG00000288709.1",32.3304399889465,-21.5090570370847,4.50984548308795,-4.76935565037524,1.84816119954898e-06,0.00378251391685874
"1253","RAP1GAP","ENSG00000076864.21",485.26163558618,-4.99631167255309,1.07270085180694,-4.65769339526198,3.19771978249963e-06,0.00583752462226335
"23981","ENSG00000264324","ENSG00000264324.1",54.9354538105386,-2.19256679462433,0.471842008891987,-4.6468240497981,3.37084440498483e-06,0.00583752462226335
"15520","KLRC3","ENSG00000205810.9",28.0872509241583,-3.16533606137033,0.69906405574774,-4.52796283165294,5.95550536766577e-06,0.0095768780244471
"5579","DOCK6","ENSG00000130158.14",75.1264920692351,1.97076731893881,0.441149015959489,4.46735059501933,7.91942833033705e-06,0.0104876523529928
"15171","EFCAB7","ENSG00000203965.13",118.986037403666,-1.27802563393958,0.285520586762976,-4.47612429082227,7.60102453107206e-06,0.0104876523529928
"24193","CBX3P2","ENSG00000266405.3",38.579914743063,1.48868674719643,0.333221182582732,4.46756336334296,7.91155814255265e-06,0.0104876523529928
"23726","SNORD3B-2","ENSG00000262074.7",14.5952980810294,-6.14545793292282,1.39473149684018,-4.40619427240699,1.05202617107636e-05,0.0131579251052456
"12206","OR5AN1","ENSG00000176495.3",10.5970412646676,4.05372346981513,0.923421580235678,4.38989466629156,1.13405580075295e-05,0.0134373674959743
"590","ADAMTS6","ENSG00000049192.15",77.4551802064599,-1.55530651200955,0.359017297247895,-4.33212138783285,1.47679477598651e-05,0.0144552525181671
"792","LIMCH1","ENSG00000064042.18",19.7055620988049,2.89660097901921,0.667914289381885,4.33678546045158,1.44581619558844e-05,0.0144552525181671
"9062","CD1E","ENSG00000158488.16",19.3444481624841,1.97431269804045,0.454082413053268,4.3479171209585,1.37436516828244e-05,0.0144552525181671
"20968","RBM14-RBM4","ENSG00000248643.5",983.415409495775,-1.00846885273945,0.232255770449454,-4.34206155906437,1.41151968830144e-05,0.0144552525181671
"15043","RN7SKP203","ENSG00000200488.1",99.6248608773542,-2.82469949332866,0.653726694719617,-4.3209180780665,1.55381357418992e-05,0.0145754187482241
